ID,VARIABLE,PARAMETER,VALUE,TIMESTAMP
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,71.25,2019
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.157967,2019
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,71.25,2020
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.157967,2020
24,RECO_NT_VUT_REF,YY_USTAR_PERCENTILE,71.25,2021
24,RECO_NT_VUT_REF,YY_USTAR_THRESHOLD,0.152902,2021
25,GPP_NT_CUT_REF,HH_USTAR_PERCENTILE,71.25,-9999
25,GPP_NT_CUT_REF,HH_USTAR_THRESHOLD,0.157967,-9999
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,66.25,2019
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.15323,2019
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,66.25,2020
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.15323,2020
26,GPP_NT_VUT_REF,HH_USTAR_PERCENTILE,66.25,2021
26,GPP_NT_VUT_REF,HH_USTAR_THRESHOLD,0.147898,2021
27,GPP_NT_CUT_REF,DD_USTAR_PERCENTILE,71.25,-9999
27,GPP_NT_CUT_REF,DD_USTAR_THRESHOLD,0.157967,-9999
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,71.25,2019
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.157967,2019
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,71.25,2020
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.157967,2020
28,GPP_NT_VUT_REF,DD_USTAR_PERCENTILE,71.25,2021
28,GPP_NT_VUT_REF,DD_USTAR_THRESHOLD,0.152902,2021
29,GPP_NT_CUT_REF,WW_USTAR_PERCENTILE,71.25,-9999
29,GPP_NT_CUT_REF,WW_USTAR_THRESHOLD,0.157967,-9999
30,GPP_NT_VUT_REF,WW_USTAR_PERCENTILE,53.75,2019
30,GPP_NT_VUT_REF,WW_USTAR_THRESHOLD,0.14205,2019
30,GPP_NT_VUT_REF,WW_USTAR_PERCENTILE,53.75,2020
30,GPP_NT_VUT_REF,WW_USTAR_THRESHOLD,0.14205,2020
30,GPP_NT_VUT_REF,WW_USTAR_PERCENTILE,53.75,2021
30,GPP_NT_VUT_REF,WW_USTAR_THRESHOLD,0.138756,2021
31,GPP_NT_CUT_REF,MM_USTAR_PERCENTILE,53.75,-9999
31,GPP_NT_CUT_REF,MM_USTAR_THRESHOLD,0.14205,-9999
32,GPP_NT_VUT_REF,MM_USTAR_PERCENTILE,53.75,2019
32,GPP_NT_VUT_REF,MM_USTAR_THRESHOLD,0.14205,2019
32,GPP_NT_VUT_REF,MM_USTAR_PERCENTILE,53.75,2020
32,GPP_NT_VUT_REF,MM_USTAR_THRESHOLD,0.14205,2020
32,GPP_NT_VUT_REF,MM_USTAR_PERCENTILE,53.75,2021
32,GPP_NT_VUT_REF,MM_USTAR_THRESHOLD,0.138756,2021
33,GPP_NT_CUT_REF,YY_USTAR_PERCENTILE,81.25,-9999
33,GPP_NT_CUT_REF,YY_USTAR_THRESHOLD,0.169715,-9999
34,GPP_NT_VUT_REF,YY_USTAR_PERCENTILE,81.25,2019
34,GPP_NT_VUT_REF,YY_USTAR_THRESHOLD,0.169715,2019
34,GPP_NT_VUT_REF,YY_USTAR_PERCENTILE,81.25,2020
34,GPP_NT_VUT_REF,YY_USTAR_THRESHOLD,0.169715,2020
34,GPP_NT_VUT_REF,YY_USTAR_PERCENTILE,81.25,2021
34,GPP_NT_VUT_REF,YY_USTAR_THRESHOLD,0.160412,2021
35,RECO_DT_CUT_REF,HH_USTAR_PERCENTILE,43.75,-9999
35,RECO_DT_CUT_REF,HH_USTAR_THRESHOLD,0.136804,-9999
36,RECO_DT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2019
36,RECO_DT_VUT_REF,HH_USTAR_THRESHOLD,0.136804,2019
36,RECO_DT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2020
36,RECO_DT_VUT_REF,HH_USTAR_THRESHOLD,0.136804,2020
36,RECO_DT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2021
36,RECO_DT_VUT_REF,HH_USTAR_THRESHOLD,0.1339,2021
37,RECO_DT_CUT_REF,DD_USTAR_PERCENTILE,43.75,-9999
37,RECO_DT_CUT_REF,DD_USTAR_THRESHOLD,0.136804,-9999
38,RECO_DT_VUT_REF,DD_USTAR_PERCENTILE,43.75,2019
38,RECO_DT_VUT_REF,DD_USTAR_THRESHOLD,0.136804,2019
38,RECO_DT_VUT_REF,DD_USTAR_PERCENTILE,43.75,2020
38,RECO_DT_VUT_REF,DD_USTAR_THRESHOLD,0.136804,2020
38,RECO_DT_VUT_REF,DD_USTAR_PERCENTILE,43.75,2021
38,RECO_DT_VUT_REF,DD_USTAR_THRESHOLD,0.1339,2021
39,RECO_DT_CUT_REF,WW_USTAR_PERCENTILE,43.75,-9999
39,RECO_DT_CUT_REF,WW_USTAR_THRESHOLD,0.136804,-9999
40,RECO_DT_VUT_REF,WW_USTAR_PERCENTILE,43.75,2019
40,RECO_DT_VUT_REF,WW_USTAR_THRESHOLD,0.136804,2019
40,RECO_DT_VUT_REF,WW_USTAR_PERCENTILE,43.75,2020
40,RECO_DT_VUT_REF,WW_USTAR_THRESHOLD,0.136804,2020
40,RECO_DT_VUT_REF,WW_USTAR_PERCENTILE,43.75,2021
40,RECO_DT_VUT_REF,WW_USTAR_THRESHOLD,0.1339,2021
41,RECO_DT_CUT_REF,MM_USTAR_PERCENTILE,51.25,-9999
41,RECO_DT_CUT_REF,MM_USTAR_THRESHOLD,0.140455,-9999
42,RECO_DT_VUT_REF,MM_USTAR_PERCENTILE,86.25,2019
42,RECO_DT_VUT_REF,MM_USTAR_THRESHOLD,0.182814,2019
42,RECO_DT_VUT_REF,MM_USTAR_PERCENTILE,86.25,2020
42,RECO_DT_VUT_REF,MM_USTAR_THRESHOLD,0.182814,2020
42,RECO_DT_VUT_REF,MM_USTAR_PERCENTILE,86.25,2021
42,RECO_DT_VUT_REF,MM_USTAR_THRESHOLD,0.166693,2021
43,RECO_DT_CUT_REF,YY_USTAR_PERCENTILE,1.25,-9999
43,RECO_DT_CUT_REF,YY_USTAR_THRESHOLD,0.0849719,-9999
44,RECO_DT_VUT_REF,YY_USTAR_PERCENTILE,1.25,2019
44,RECO_DT_VUT_REF,YY_USTAR_THRESHOLD,0.0849719,2019
44,RECO_DT_VUT_REF,YY_USTAR_PERCENTILE,1.25,2020
44,RECO_DT_VUT_REF,YY_USTAR_THRESHOLD,0.0849719,2020
44,RECO_DT_VUT_REF,YY_USTAR_PERCENTILE,1.25,2021
44,RECO_DT_VUT_REF,YY_USTAR_THRESHOLD,0.0795285,2021
45,GPP_DT_CUT_REF,HH_USTAR_PERCENTILE,43.75,-9999
45,GPP_DT_CUT_REF,HH_USTAR_THRESHOLD,0.136804,-9999
46,GPP_DT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2019
46,GPP_DT_VUT_REF,HH_USTAR_THRESHOLD,0.136804,2019
46,GPP_DT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2020
46,GPP_DT_VUT_REF,HH_USTAR_THRESHOLD,0.136804,2020
46,GPP_DT_VUT_REF,HH_USTAR_PERCENTILE,43.75,2021
46,GPP_DT_VUT_REF,HH_USTAR_THRESHOLD,0.1339,2021
47,GPP_DT_CUT_REF,DD_USTAR_PERCENTILE,43.75,-9999
47,GPP_DT_CUT_REF,DD_USTAR_THRESHOLD,0.136804,-9999
48,GPP_DT_VUT_REF,DD_USTAR_PERCENTILE,43.75,2019
48,GPP_DT_VUT_REF,DD_USTAR_THRESHOLD,0.136804,2019
48,GPP_DT_VUT_REF,DD_USTAR_PERCENTILE,43.75,2020
48,GPP_DT_VUT_REF,DD_USTAR_THRESHOLD,0.136804,2020
48,GPP_DT_VUT_REF,DD_USTAR_PERCENTILE,43.75,2021
48,GPP_DT_VUT_REF,DD_USTAR_THRESHOLD,0.1339,2021
49,GPP_DT_CUT_REF,WW_USTAR_PERCENTILE,43.75,-9999
49,GPP_DT_CUT_REF,WW_USTAR_THRESHOLD,0.136804,-9999
50,GPP_DT_VUT_REF,WW_USTAR_PERCENTILE,43.75,2019
50,GPP_DT_VUT_REF,WW_USTAR_THRESHOLD,0.136804,2019
50,GPP_DT_VUT_REF,WW_USTAR_PERCENTILE,43.75,2020
50,GPP_DT_VUT_REF,WW_USTAR_THRESHOLD,0.136804,2020
50,GPP_DT_VUT_REF,WW_USTAR_PERCENTILE,43.75,2021
50,GPP_DT_VUT_REF,WW_USTAR_THRESHOLD,0.1339,2021
51,GPP_DT_CUT_REF,MM_USTAR_PERCENTILE,38.75,-9999
51,GPP_DT_CUT_REF,MM_USTAR_THRESHOLD,0.133598,-9999
52,GPP_DT_VUT_REF,MM_USTAR_PERCENTILE,46.25,2019
52,GPP_DT_VUT_REF,MM_USTAR_THRESHOLD,0.137696,2019
52,GPP_DT_VUT_REF,MM_USTAR_PERCENTILE,46.25,2020
52,GPP_DT_VUT_REF,MM_USTAR_THRESHOLD,0.137696,2020
52,GPP_DT_VUT_REF,MM_USTAR_PERCENTILE,46.25,2021
52,GPP_DT_VUT_REF,MM_USTAR_THRESHOLD,0.134091,2021
53,GPP_DT_CUT_REF,YY_USTAR_PERCENTILE,78.75,-9999
53,GPP_DT_CUT_REF,YY_USTAR_THRESHOLD,0.164498,-9999
54,GPP_DT_VUT_REF,YY_USTAR_PERCENTILE,86.25,2019
54,GPP_DT_VUT_REF,YY_USTAR_THRESHOLD,0.182814,2019
54,GPP_DT_VUT_REF,YY_USTAR_PERCENTILE,86.25,2020
54,GPP_DT_VUT_REF,YY_USTAR_THRESHOLD,0.182814,2020
54,GPP_DT_VUT_REF,YY_USTAR_PERCENTILE,86.25,2021
54,GPP_DT_VUT_REF,YY_USTAR_THRESHOLD,0.166693,2021
55,USTAR_CUT,USTAR_PERCENTILE,1.25,-9999
55,USTAR_CUT,USTAR_THRESHOLD,0.0849719,-9999
56,USTAR_CUT,USTAR_PERCENTILE,3.75,-9999
56,USTAR_CUT,USTAR_THRESHOLD,0.0930437,-9999
57,USTAR_CUT,USTAR_PERCENTILE,6.25,-9999
57,USTAR_CUT,USTAR_THRESHOLD,0.104913,-9999
58,USTAR_CUT,USTAR_PERCENTILE,8.75,-9999
58,USTAR_CUT,USTAR_THRESHOLD,0.109959,-9999
59,USTAR_CUT,USTAR_PERCENTILE,11.25,-9999
59,USTAR_CUT,USTAR_THRESHOLD,0.111681,-9999
60,USTAR_CUT,USTAR_PERCENTILE,13.75,-9999
60,USTAR_CUT,USTAR_THRESHOLD,0.115495,-9999
61,USTAR_CUT,USTAR_PERCENTILE,16.25,-9999
61,USTAR_CUT,USTAR_THRESHOLD,0.11725,-9999
62,USTAR_CUT,USTAR_PERCENTILE,18.75,-9999
62,USTAR_CUT,USTAR_THRESHOLD,0.119105,-9999
63,USTAR_CUT,USTAR_PERCENTILE,21.25,-9999
63,USTAR_CUT,USTAR_THRESHOLD,0.122309,-9999
64,USTAR_CUT,USTAR_PERCENTILE,23.75,-9999
64,USTAR_CUT,USTAR_THRESHOLD,0.123315,-9999
65,USTAR_CUT,USTAR_PERCENTILE,26.25,-9999
65,USTAR_CUT,USTAR_THRESHOLD,0.12471,-9999
66,USTAR_CUT,USTAR_PERCENTILE,28.75,-9999
66,USTAR_CUT,USTAR_THRESHOLD,0.12744,-9999
67,USTAR_CUT,USTAR_PERCENTILE,31.25,-9999
67,USTAR_CUT,USTAR_THRESHOLD,0.128681,-9999
68,USTAR_CUT,USTAR_PERCENTILE,33.75,-9999
68,USTAR_CUT,USTAR_THRESHOLD,0.131005,-9999
69,USTAR_CUT,USTAR_PERCENTILE,36.25,-9999
69,USTAR_CUT,USTAR_THRESHOLD,0.132875,-9999
70,USTAR_CUT,USTAR_PERCENTILE,38.75,-9999
70,USTAR_CUT,USTAR_THRESHOLD,0.133598,-9999
71,USTAR_CUT,USTAR_PERCENTILE,41.25,-9999
71,USTAR_CUT,USTAR_THRESHOLD,0.135443,-9999
72,USTAR_CUT,USTAR_PERCENTILE,43.75,-9999
72,USTAR_CUT,USTAR_THRESHOLD,0.136804,-9999
73,USTAR_CUT,USTAR_PERCENTILE,46.25,-9999
73,USTAR_CUT,USTAR_THRESHOLD,0.137696,-9999
74,USTAR_CUT,USTAR_PERCENTILE,48.75,-9999
74,USTAR_CUT,USTAR_THRESHOLD,0.138921,-9999
75,USTAR_CUT,USTAR_PERCENTILE,50.00,-9999
75,USTAR_CUT,USTAR_THRESHOLD,0.139497,-9999
76,USTAR_CUT,USTAR_PERCENTILE,51.25,-9999
76,USTAR_CUT,USTAR_THRESHOLD,0.140455,-9999
77,USTAR_CUT,USTAR_PERCENTILE,53.75,-9999
77,USTAR_CUT,USTAR_THRESHOLD,0.14205,-9999
78,USTAR_CUT,USTAR_PERCENTILE,56.25,-9999
78,USTAR_CUT,USTAR_THRESHOLD,0.143014,-9999
79,USTAR_CUT,USTAR_PERCENTILE,58.75,-9999
79,USTAR_CUT,USTAR_THRESHOLD,0.145787,-9999
80,USTAR_CUT,USTAR_PERCENTILE,61.25,-9999
80,USTAR_CUT,USTAR_THRESHOLD,0.147898,-9999
81,USTAR_CUT,USTAR_PERCENTILE,63.75,-9999
81,USTAR_CUT,USTAR_THRESHOLD,0.149625,-9999
82,USTAR_CUT,USTAR_PERCENTILE,66.25,-9999
82,USTAR_CUT,USTAR_THRESHOLD,0.15323,-9999
83,USTAR_CUT,USTAR_PERCENTILE,68.75,-9999
83,USTAR_CUT,USTAR_THRESHOLD,0.156109,-9999
84,USTAR_CUT,USTAR_PERCENTILE,71.25,-9999
84,USTAR_CUT,USTAR_THRESHOLD,0.157967,-9999
85,USTAR_CUT,USTAR_PERCENTILE,73.75,-9999
85,USTAR_CUT,USTAR_THRESHOLD,0.159255,-9999
86,USTAR_CUT,USTAR_PERCENTILE,76.25,-9999
86,USTAR_CUT,USTAR_THRESHOLD,0.161008,-9999
87,USTAR_CUT,USTAR_PERCENTILE,78.75,-9999
87,USTAR_CUT,USTAR_THRESHOLD,0.164498,-9999
88,USTAR_CUT,USTAR_PERCENTILE,81.25,-9999
88,USTAR_CUT,USTAR_THRESHOLD,0.169715,-9999
89,USTAR_CUT,USTAR_PERCENTILE,83.75,-9999
89,USTAR_CUT,USTAR_THRESHOLD,0.174362,-9999
90,USTAR_CUT,USTAR_PERCENTILE,86.25,-9999
90,USTAR_CUT,USTAR_THRESHOLD,0.182814,-9999
91,USTAR_CUT,USTAR_PERCENTILE,88.75,-9999
91,USTAR_CUT,USTAR_THRESHOLD,0.185576,-9999
92,USTAR_CUT,USTAR_PERCENTILE,91.25,-9999
92,USTAR_CUT,USTAR_THRESHOLD,0.202383,-9999
93,USTAR_CUT,USTAR_PERCENTILE,93.75,-9999
93,USTAR_CUT,USTAR_THRESHOLD,0.210579,-9999
94,USTAR_CUT,USTAR_PERCENTILE,96.25,-9999
94,USTAR_CUT,USTAR_THRESHOLD,0.228086,-9999
95,USTAR_CUT,USTAR_PERCENTILE,98.75,-9999
95,USTAR_CUT,USTAR_THRESHOLD,0.260266,-9999
96,USTAR_VUT,USTAR_PERCENTILE,1.25,2019
96,USTAR_VUT,USTAR_THRESHOLD,0.0849719,2019
97,USTAR_VUT,USTAR_PERCENTILE,3.75,2019
97,USTAR_VUT,USTAR_THRESHOLD,0.0930437,2019
98,USTAR_VUT,USTAR_PERCENTILE,6.25,2019
98,USTAR_VUT,USTAR_THRESHOLD,0.104913,2019
99,USTAR_VUT,USTAR_PERCENTILE,8.75,2019
99,USTAR_VUT,USTAR_THRESHOLD,0.109959,2019
100,USTAR_VUT,USTAR_PERCENTILE,11.25,2019
100,USTAR_VUT,USTAR_THRESHOLD,0.111681,2019
101,USTAR_VUT,USTAR_PERCENTILE,13.75,2019
101,USTAR_VUT,USTAR_THRESHOLD,0.115495,2019
102,USTAR_VUT,USTAR_PERCENTILE,16.25,2019
102,USTAR_VUT,USTAR_THRESHOLD,0.11725,2019
103,USTAR_VUT,USTAR_PERCENTILE,18.75,2019
103,USTAR_VUT,USTAR_THRESHOLD,0.119105,2019
104,USTAR_VUT,USTAR_PERCENTILE,21.25,2019
104,USTAR_VUT,USTAR_THRESHOLD,0.122309,2019
105,USTAR_VUT,USTAR_PERCENTILE,23.75,2019
105,USTAR_VUT,USTAR_THRESHOLD,0.123315,2019
106,USTAR_VUT,USTAR_PERCENTILE,26.25,2019
106,USTAR_VUT,USTAR_THRESHOLD,0.12471,2019
107,USTAR_VUT,USTAR_PERCENTILE,28.75,2019
107,USTAR_VUT,USTAR_THRESHOLD,0.12744,2019
108,USTAR_VUT,USTAR_PERCENTILE,31.25,2019
108,USTAR_VUT,USTAR_THRESHOLD,0.128681,2019
109,USTAR_VUT,USTAR_PERCENTILE,33.75,2019
109,USTAR_VUT,USTAR_THRESHOLD,0.131005,2019
110,USTAR_VUT,USTAR_PERCENTILE,36.25,2019
110,USTAR_VUT,USTAR_THRESHOLD,0.132875,2019
111,USTAR_VUT,USTAR_PERCENTILE,38.75,2019
111,USTAR_VUT,USTAR_THRESHOLD,0.133598,2019
112,USTAR_VUT,USTAR_PERCENTILE,41.25,2019
112,USTAR_VUT,USTAR_THRESHOLD,0.135443,2019
113,USTAR_VUT,USTAR_PERCENTILE,43.75,2019
113,USTAR_VUT,USTAR_THRESHOLD,0.136804,2019
114,USTAR_VUT,USTAR_PERCENTILE,46.25,2019
114,USTAR_VUT,USTAR_THRESHOLD,0.137696,2019
115,USTAR_VUT,USTAR_PERCENTILE,48.75,2019
115,USTAR_VUT,USTAR_THRESHOLD,0.138921,2019
116,USTAR_VUT,USTAR_PERCENTILE,50.00,2019
116,USTAR_VUT,USTAR_THRESHOLD,0.139497,2019
117,USTAR_VUT,USTAR_PERCENTILE,51.25,2019
117,USTAR_VUT,USTAR_THRESHOLD,0.140455,2019
118,USTAR_VUT,USTAR_PERCENTILE,53.75,2019
118,USTAR_VUT,USTAR_THRESHOLD,0.14205,2019
119,USTAR_VUT,USTAR_PERCENTILE,56.25,2019
119,USTAR_VUT,USTAR_THRESHOLD,0.143014,2019
120,USTAR_VUT,USTAR_PERCENTILE,58.75,2019
120,USTAR_VUT,USTAR_THRESHOLD,0.145787,2019
121,USTAR_VUT,USTAR_PERCENTILE,61.25,2019
121,USTAR_VUT,USTAR_THRESHOLD,0.147898,2019
122,USTAR_VUT,USTAR_PERCENTILE,63.75,2019
122,USTAR_VUT,USTAR_THRESHOLD,0.149625,2019
123,USTAR_VUT,USTAR_PERCENTILE,66.25,2019
123,USTAR_VUT,USTAR_THRESHOLD,0.15323,2019
124,USTAR_VUT,USTAR_PERCENTILE,68.75,2019
124,USTAR_VUT,USTAR_THRESHOLD,0.156109,2019
125,USTAR_VUT,USTAR_PERCENTILE,71.25,2019
125,USTAR_VUT,USTAR_THRESHOLD,0.157967,2019
126,USTAR_VUT,USTAR_PERCENTILE,73.75,2019
126,USTAR_VUT,USTAR_THRESHOLD,0.159255,2019
127,USTAR_VUT,USTAR_PERCENTILE,76.25,2019
127,USTAR_VUT,USTAR_THRESHOLD,0.161008,2019
128,USTAR_VUT,USTAR_PERCENTILE,78.75,2019
128,USTAR_VUT,USTAR_THRESHOLD,0.164498,2019
129,USTAR_VUT,USTAR_PERCENTILE,81.25,2019
129,USTAR_VUT,USTAR_THRESHOLD,0.169715,2019
130,USTAR_VUT,USTAR_PERCENTILE,83.75,2019
130,USTAR_VUT,USTAR_THRESHOLD,0.174362,2019
131,USTAR_VUT,USTAR_PERCENTILE,86.25,2019
131,USTAR_VUT,USTAR_THRESHOLD,0.182814,2019
132,USTAR_VUT,USTAR_PERCENTILE,88.75,2019
132,USTAR_VUT,USTAR_THRESHOLD,0.185576,2019
133,USTAR_VUT,USTAR_PERCENTILE,91.25,2019
133,USTAR_VUT,USTAR_THRESHOLD,0.202383,2019
134,USTAR_VUT,USTAR_PERCENTILE,93.75,2019
134,USTAR_VUT,USTAR_THRESHOLD,0.210579,2019
135,USTAR_VUT,USTAR_PERCENTILE,96.25,2019
135,USTAR_VUT,USTAR_THRESHOLD,0.228086,2019
136,USTAR_VUT,USTAR_PERCENTILE,98.75,2019
136,USTAR_VUT,USTAR_THRESHOLD,0.260266,2019
137,USTAR_VUT,USTAR_PERCENTILE,1.25,2020
137,USTAR_VUT,USTAR_THRESHOLD,0.0849719,2020
138,USTAR_VUT,USTAR_PERCENTILE,3.75,2020
138,USTAR_VUT,USTAR_THRESHOLD,0.0930437,2020
139,USTAR_VUT,USTAR_PERCENTILE,6.25,2020
139,USTAR_VUT,USTAR_THRESHOLD,0.104913,2020
140,USTAR_VUT,USTAR_PERCENTILE,8.75,2020
140,USTAR_VUT,USTAR_THRESHOLD,0.109959,2020
141,USTAR_VUT,USTAR_PERCENTILE,11.25,2020
141,USTAR_VUT,USTAR_THRESHOLD,0.111681,2020
142,USTAR_VUT,USTAR_PERCENTILE,13.75,2020
142,USTAR_VUT,USTAR_THRESHOLD,0.115495,2020
143,USTAR_VUT,USTAR_PERCENTILE,16.25,2020
143,USTAR_VUT,USTAR_THRESHOLD,0.11725,2020
144,USTAR_VUT,USTAR_PERCENTILE,18.75,2020
144,USTAR_VUT,USTAR_THRESHOLD,0.119105,2020
